reviewerName,reviewText,isLocalGuide,reviews,photos,rating,timeReviewed,likes,responseTime,responseText
Robert Jaramillo,"Will never buy parts here again.  After a long drawn out conversation about a relatively straight forward parts order and being placed on hold multiple times, the parts associate asked for my card info by phone. I said ok and then she told me to hold on while she grabbed a pen, and after I told her I'm not exactly comfortable having my card info written on scratch paper it got a little awkward. I said I hope you can understand my discomfort I'd just prefer that it were entered directly into whatever payment system you use rather than have my card info floating around on a piece of paper.  She said ""We're busy, this is a business, and at this point your order won't be processed until tuesday because you're taking so long"".  I don't think it's unreasonable to expect that my personal financial info would be used responsibly and in a secure way. I'm sure it's not company policy to write card info on scratch paper, is it?  Either way, if my being sensitive about this issue is a problem for Ken Garff Honda, I don't mind spending my money somewhere else where they respect privacy and data security.  ",FALSE,2,0,1,2 years ago,0,2 years ago,"Robert, we apologize for the frustrating experience you had with our staff. We want to talk with you to see how things can be made right. Please contact our Customer Advocacy Manager Carli Anderson at carlia@kengarff.com or 801-714-2284."
Benjamin Reid,"Part of my used vehicle purchase from Ken Garff Hyundai in SLC was the Advantagecare program. I called Ken Garff Honda of Orem as they are closer to my home, and they were more than happy to perform the Advantagecare service on my vehicle, but suggested that I not come in that day (Saturday) but come in Tuesday morning. I did so at the appointed time and they didn't have me in the schedule, but said they were more than happy to fit me in. They completed my service in 45 minutes (estimated to be 1 hour) and went above and beyond! They provided a full car overview inspection and even explained that due to the low tread on the tire they would advise not rotating the tires which I loved! I felt very involved in the process of deciding what to do with my car and given suggestions the entire time. The best part was when I got in my car, I noticed that even though the Advantagecare program only offered a car wash, they had also quickly vacuumed out the floor mats! Overall a very hospitable and welcoming visit. They went above and beyond what was promised, and performed everything more quickly than expected. Thanks Ken Garff Honda!",FALSE,1,0,5,3 years ago,0,NA,NA
Elijah Quartey,Get car washes. It's decent place.,TRUE,35,1,3,2 years ago,0,NA,NA
mns ptl,Excellent,FALSE,9,1,4,6 months ago,0,6 months ago,Thank you for the review! 
Spencer Stolworthy,They fixed my car quite quickly,TRUE,156,202,4,2 years ago,0,NA,NA
Matthew Tucker,"Edited Review:  After posting my frustrations, service department contacted me and went out of their way to make the situation right.  Not my best experience here, but nobody's perfect and it was ultimately resolved to my satisfaction.",FALSE,2,0,3,4 years ago,0,4 years ago,"While we're glad we were able to resolve things to your satisfaction, we regret that you experienced any frustration. We hope that you'll stop by again if you need anything else. Thank you for taking the time to review us."
Brent Tenney,It sure took a long time for them to fix the automobile,TRUE,35,0,3,a year ago,0,a year ago,"We're sorry that it took a long time for your vehicle to be fixed. If there is anything we can do to improve your experience with our dealership, please let us know."
Jim Raynor,"I was having trouble with salesman until I got to your store! I got help from Ray Paravan he helped me out so much and got my mind on buying a new Honda Civic, I really appreciate him helping me out so much! Thanks Ray Paravan for all your help!",FALSE,1,0,5,5 years ago,0,NA,NA
Jenny Sampson,Great dealership from our salesman Mike J to the service department. Thanks for a great car buying experience,FALSE,1,0,5,6 years ago,0,NA,NA
Jason Reil,"Car dealerships, am I right?",TRUE,38,0,3,a year ago,0,a year ago,"Jason, we hope you were satisfied with your experience here, but we'd like to hear from you if there's any way we can improve. Please contact our Brand Advocacy Manager, Carli, at carlia@kengarff.com or 801-714-2284; we'd love to hear from you. Thanks!"
Bryce Craig,"Love Hondas, KGH is worst ever. Took 4hrs to run diagnostic, quoted $50 twice, charged $96, then suggested $1200+ more in fixes. Classic. Didn't even bolt down the part they dismantled to test so we had screws rolling around on the way home and the plastic hood under the steering wheel my wife re-installed. I'm glad I paid almost $100 to have my wife sit with kids for 4hrs while they jacked up our car.Classic bait/switch dealership. Don't go there, especially for service. ",FALSE,5,0,1,4 years ago,0,4 years ago,"Bryce, we apologize for the wait and for the frustrating diagnostic process. We would like to make this right. Please contact Denim Simkins, Service Manager, at 801-801-714-2231."
Elizabeth Rose,"I went in to the Orem Ken Garff and I just want to say, I had the best car buying experience ever.   Ray Paravan was my sales man, he was no pressure He listened to what I had to say.  And found me the exact car that I wanted.  He used no high pressure sales tactics.  He was just honest and straight forword.  I just want to say once again if anyone out there is looking to buy a car..  Find Ray!  ",FALSE,1,0,5,5 years ago,0,NA,NA
